nome, ocorrências, tipo, processo
GOV./GOIAS,107,INTDO,ADI0615
GOV./GOIAS,107,INTDO,ADI0679
GOV./GOIAS,107,INTDO,ADI0752
GOV./GOIAS,107,INTDO,ADI0794
GOV./GOIAS,107,INTDO,ADI0948
GOV./GOIAS,107,INTDO,ADI1141
GOV./GOIAS,107,INTDO,ADI1269
GOV./GOIAS,107,INTDO,ADI1401
GOV./GOIAS,107,INTDO,ADI1492
GOV./GOIAS,107,INTDO,ADI1596
GOV./GOIAS,107,INTDO,ADI1611
GOV./GOIAS,107,INTDO,ADI1671
GOV./GOIAS,107,INTDO,ADI2085
GOV./GOIAS,107,INTDO,ADI2234
GOV./GOIAS,107,INTDO,ADI2312
GOV./GOIAS,107,INTDO,ADI2350
GOV./GOIAS,107,INTDO,ADI2441
GOV./GOIAS,107,INTDO,ADI2491
GOV./GOIAS,107,INTDO,ADI2882
GOV./GOIAS,107,INTDO,ADI2923
GOV./GOIAS,107,INTDO,ADI3060
GOV./GOIAS,107,INTDO,ADI3062
GOV./GOIAS,107,INTDO,ADI3108
GOV./GOIAS,107,INTDO,ADI3283
GOV./GOIAS,107,INTDO,ADI3284
GOV./GOIAS,107,INTDO,ADI3285
GOV./GOIAS,107,INTDO,ADI3286
GOV./GOIAS,107,INTDO,ADI3313
GOV./GOIAS,107,INTDO,ADI3458
GOV./GOIAS,107,INTDO,ADI3494
GOV./GOIAS,107,INTDO,ADI3551
GOV./GOIAS,107,INTDO,ADI3602
GOV./GOIAS,107,INTDO,ADI3608
GOV./GOIAS,107,INTDO,ADI3635
GOV./GOIAS,107,INTDO,ADI3744
GOV./GOIAS,107,INTDO,ADI3745
GOV./GOIAS,107,INTDO,ADI3826
GOV./GOIAS,107,INTDO,ADI4115
GOV./GOIAS,107,INTDO,ADI4178
GOV./GOIAS,107,INTDO,ADI4268
GOV./GOIAS,107,INTDO,ADI4285
GOV./GOIAS,107,INTDO,ADI4373
GOV./GOIAS,107,INTDO,ADI4505
GOV./GOIAS,107,INTDO,ADI4589
GOV./GOIAS,107,INTDO,ADI4990
GOV./GOIAS,107,INTDO,ADI5092
GOV./GOIAS,107,INTDO,ADI5163
GOV./GOIAS,107,INTDO,ADI5226
GOV./GOIAS,107,INTDO,ADI5360
GOV./GOIAS,107,INTDO,ADI5458
GOV./GOIAS,107,INTDO,ADI5472
GOV./GOIAS,107,INTDO,ADI5539
GOV./GOIAS,107,INTDO,ADI5555
GOV./GOIAS,107,INTDO,ADI5620
GOV./GOIAS,107,INTDO,ADI5640
GOV./GOIAS,107,INTDO,ADI5660
GOV./GOIAS,107,INTDO,ADI5775
GOV./GOIAS,107,INTDO,ADI5896
GOV./GOIAS,107,INTDO,ADI5975
GOV./GOIAS,107,INTDO,ADI6049
GOV./GOIAS,107,INTDO,ADI6135
GOV./GOIAS,107,INTDO,ADI6200
GOV./GOIAS,107,INTDO,ADI6227
GOV./GOIAS,107,INTDO,ADI6253
GOV./GOIAS,107,INTDO,ADI6284
GOV./GOIAS,107,INTDO,ADI6559
GOV./GOIAS,107,INTDO,ADPF0195
GOV./GOIAS,107,INTDO,ADPF0261
GOV./GOIAS,107,INTDO,ADPF0377
GOV./GOIAS,107,INTDO,ADPF0435
GOV./GOIAS,107,INTDO,ADPF0500
GOV./GOIAS,107,INTDO,ADPF0638
GOV./GOIAS,107,INTDO,ADPF0665
GOV./GOIAS,107,INTDO,ADPF0666
GOV./GOIAS,107,INTDO,ADPF0687
GOV./GOIAS,107,INTDO,ADPF0713
GOV./GOIAS,107,REQTE,ADI0464
GOV./GOIAS,107,REQTE,ADI0503
GOV./GOIAS,107,REQTE,ADI0659
GOV./GOIAS,107,REQTE,ADI0680
GOV./GOIAS,107,REQTE,ADI0738
GOV./GOIAS,107,REQTE,ADI0751
GOV./GOIAS,107,REQTE,ADI0752
GOV./GOIAS,107,REQTE,ADI0794
GOV./GOIAS,107,REQTE,ADI0933
GOV./GOIAS,107,REQTE,ADI0971
GOV./GOIAS,107,REQTE,ADI1394
GOV./GOIAS,107,REQTE,ADI1401
GOV./GOIAS,107,REQTE,ADI1433
GOV./GOIAS,107,REQTE,ADI1685
GOV./GOIAS,107,REQTE,ADI1735
GOV./GOIAS,107,REQTE,ADI2396
GOV./GOIAS,107,REQTE,ADI2656
GOV./GOIAS,107,REQTE,ADI4566
GOV./GOIAS,107,REQTE,ADI4639
GOV./GOIAS,107,REQTE,ADI4848
GOV./GOIAS,107,REQTE,ADI6185
GOV./GOIAS,107,REQTE,ADI6360
GOV./GOIAS,107,REQTE,ADPF0523
GOV./MARANHAO,79,INTDO,ADI0304
GOV./MARANHAO,79,INTDO,ADI0458
GOV./MARANHAO,79,INTDO,ADI0626
GOV./MARANHAO,79,INTDO,ADI0652
GOV./MARANHAO,79,INTDO,ADI0718
GOV./MARANHAO,79,INTDO,ADI0865
GOV./MARANHAO,79,INTDO,ADI1756
GOV./MARANHAO,79,INTDO,ADI1959
GOV./MARANHAO,79,INTDO,ADI1960
GOV./MARANHAO,79,INTDO,ADI1961
GOV./MARANHAO,79,INTDO,ADI2014
GOV./MARANHAO,79,INTDO,ADI2232
GOV./MARANHAO,79,INTDO,ADI2262
GOV./MARANHAO,79,INTDO,ADI2503
GOV./MARANHAO,79,INTDO,ADI2661
GOV./MARANHAO,79,INTDO,ADI2976
GOV./MARANHAO,79,INTDO,ADI3063
GOV./MARANHAO,79,INTDO,ADI3072
GOV./MARANHAO,79,INTDO,ADI3201
GOV./MARANHAO,79,INTDO,ADI3245
GOV./MARANHAO,79,INTDO,ADI3247
GOV./MARANHAO,79,INTDO,ADI3332
GOV./MARANHAO,79,INTDO,ADI3418
GOV./MARANHAO,79,INTDO,ADI3483
GOV./MARANHAO,79,INTDO,ADI3567
GOV./MARANHAO,79,INTDO,ADI3626
GOV./MARANHAO,79,INTDO,ADI3663
GOV./MARANHAO,79,INTDO,ADI3730
GOV./MARANHAO,79,INTDO,ADI3902
GOV./MARANHAO,79,INTDO,ADI3923
GOV./MARANHAO,79,INTDO,ADI3997
GOV./MARANHAO,79,INTDO,ADI4056
GOV./MARANHAO,79,INTDO,ADI4201
GOV./MARANHAO,79,INTDO,ADI4499
GOV./MARANHAO,79,INTDO,ADI4550
GOV./MARANHAO,79,INTDO,ADI4692
GOV./MARANHAO,79,INTDO,ADI4694
GOV./MARANHAO,79,INTDO,ADI4746
GOV./MARANHAO,79,INTDO,ADI4853
GOV./MARANHAO,79,INTDO,ADI5145
GOV./MARANHAO,79,INTDO,ADI5225
GOV./MARANHAO,79,INTDO,ADI5370
GOV./MARANHAO,79,INTDO,ADI5467
GOV./MARANHAO,79,INTDO,ADI6043
GOV./MARANHAO,79,INTDO,ADI6051
GOV./MARANHAO,79,INTDO,ADI6152
GOV./MARANHAO,79,INTDO,ADI6166
GOV./MARANHAO,79,INTDO,ADI6192
GOV./MARANHAO,79,INTDO,ADI6216
GOV./MARANHAO,79,INTDO,ADI6246
GOV./MARANHAO,79,INTDO,ADI6369
GOV./MARANHAO,79,INTDO,ADI6372
GOV./MARANHAO,79,INTDO,ADI6382
GOV./MARANHAO,79,INTDO,ADI6435
GOV./MARANHAO,79,INTDO,ADI6467
GOV./MARANHAO,79,INTDO,ADI6475
GOV./MARANHAO,79,INTDO,ADI6555
GOV./MARANHAO,79,INTDO,ADI6669
GOV./MARANHAO,79,INTDO,ADPF0294
GOV./MARANHAO,79,INTDO,ADPF0328
GOV./MARANHAO,79,INTDO,ADPF0473
GOV./MARANHAO,79,INTDO,ADPF0666
GOV./MARANHAO,79,INTDO,ADPF0687
GOV./MARANHAO,79,REQTE,ADI1044
GOV./MARANHAO,79,REQTE,ADI1374
GOV./MARANHAO,79,REQTE,ADI1959
GOV./MARANHAO,79,REQTE,ADI1960
GOV./MARANHAO,79,REQTE,ADI1961
GOV./MARANHAO,79,REQTE,ADI3513
GOV./MARANHAO,79,REQTE,ADI5271
GOV./MARANHAO,79,REQTE,ADI6556
GOV./MARANHAO,79,REQTE,ADPF0072
GOV./MARANHAO,79,REQTE,ADPF0171
GOV./MARANHAO,79,REQTE,ADPF0188
GOV./MARANHAO,79,REQTE,ADPF0317
GOV./MARANHAO,79,REQTE,ADPF0513
GOV./MARANHAO,79,REQTE,ADPF0523
GOV./MARANHAO,79,REQTE,ADPF0585
GOV./MARANHAO,79,REQTE,ADPF0789
GOV./MATO GROSSO,144,INTDO,ADI0099
GOV./MATO GROSSO,144,INTDO,ADI0167
GOV./MATO GROSSO,144,INTDO,ADI0450
GOV./MATO GROSSO,144,INTDO,ADI0481
GOV./MATO GROSSO,144,INTDO,ADI0494
GOV./MATO GROSSO,144,INTDO,ADI0502
GOV./MATO GROSSO,144,INTDO,ADI0509
GOV./MATO GROSSO,144,INTDO,ADI0519
GOV./MATO GROSSO,144,INTDO,ADI0520
GOV./MATO GROSSO,144,INTDO,ADI0554
GOV./MATO GROSSO,144,INTDO,ADI0559
GOV./MATO GROSSO,144,INTDO,ADI0617
GOV./MATO GROSSO,144,INTDO,ADI0650
GOV./MATO GROSSO,144,INTDO,ADI0734
GOV./MATO GROSSO,144,INTDO,ADI0824
GOV./MATO GROSSO,144,INTDO,ADI0882
GOV./MATO GROSSO,144,INTDO,ADI0989
GOV./MATO GROSSO,144,INTDO,ADI1287
GOV./MATO GROSSO,144,INTDO,ADI1292
GOV./MATO GROSSO,144,INTDO,ADI1529
GOV./MATO GROSSO,144,INTDO,ADI1707
GOV./MATO GROSSO,144,INTDO,ADI1884
GOV./MATO GROSSO,144,INTDO,ADI1945
GOV./MATO GROSSO,144,INTDO,ADI2230
GOV./MATO GROSSO,144,INTDO,ADI2512
GOV./MATO GROSSO,144,INTDO,ADI2535
GOV./MATO GROSSO,144,INTDO,ADI2557
GOV./MATO GROSSO,144,INTDO,ADI2653
GOV./MATO GROSSO,144,INTDO,ADI2655
GOV./MATO GROSSO,144,INTDO,ADI2823
GOV./MATO GROSSO,144,INTDO,ADI2838
GOV./MATO GROSSO,144,INTDO,ADI2855
GOV./MATO GROSSO,144,INTDO,ADI2948
GOV./MATO GROSSO,144,INTDO,ADI3151
GOV./MATO GROSSO,144,INTDO,ADI3199
GOV./MATO GROSSO,144,INTDO,ADI3244
GOV./MATO GROSSO,144,INTDO,ADI3262
GOV./MATO GROSSO,144,INTDO,ADI3307
GOV./MATO GROSSO,144,INTDO,ADI3312
GOV./MATO GROSSO,144,INTDO,ADI3316
GOV./MATO GROSSO,144,INTDO,ADI3420
GOV./MATO GROSSO,144,INTDO,ADI3442
GOV./MATO GROSSO,144,INTDO,ADI3479
GOV./MATO GROSSO,144,INTDO,ADI3525
GOV./MATO GROSSO,144,INTDO,ADI3570
GOV./MATO GROSSO,144,INTDO,ADI3662
GOV./MATO GROSSO,144,INTDO,ADI3699
GOV./MATO GROSSO,144,INTDO,ADI3708
GOV./MATO GROSSO,144,INTDO,ADI3755
GOV./MATO GROSSO,144,INTDO,ADI3799
GOV./MATO GROSSO,144,INTDO,ADI3860
GOV./MATO GROSSO,144,INTDO,ADI3886
GOV./MATO GROSSO,144,INTDO,ADI4138
GOV./MATO GROSSO,144,INTDO,ADI4156
GOV./MATO GROSSO,144,INTDO,ADI4378
GOV./MATO GROSSO,144,INTDO,ADI4379
GOV./MATO GROSSO,144,INTDO,ADI4442
GOV./MATO GROSSO,144,INTDO,ADI4529
GOV./MATO GROSSO,144,INTDO,ADI4599
GOV./MATO GROSSO,144,INTDO,ADI4601
GOV./MATO GROSSO,144,INTDO,ADI4623
GOV./MATO GROSSO,144,INTDO,ADI4821
GOV./MATO GROSSO,144,INTDO,ADI4845
GOV./MATO GROSSO,144,INTDO,ADI4913
GOV./MATO GROSSO,144,INTDO,ADI4936
GOV./MATO GROSSO,144,INTDO,ADI4986
GOV./MATO GROSSO,144,INTDO,ADI5010
GOV./MATO GROSSO,144,INTDO,ADI5015
GOV./MATO GROSSO,144,INTDO,ADI5023
GOV./MATO GROSSO,144,INTDO,ADI5029
GOV./MATO GROSSO,144,INTDO,ADI5107
GOV./MATO GROSSO,144,INTDO,ADI5123
GOV./MATO GROSSO,144,INTDO,ADI5306
GOV./MATO GROSSO,144,INTDO,ADI5506
GOV./MATO GROSSO,144,INTDO,ADI5560
GOV./MATO GROSSO,144,INTDO,ADI5564
GOV./MATO GROSSO,144,INTDO,ADI5584
GOV./MATO GROSSO,144,INTDO,ADI5665
GOV./MATO GROSSO,144,INTDO,ADI5697
GOV./MATO GROSSO,144,INTDO,ADI5762
GOV./MATO GROSSO,144,INTDO,ADI6100
GOV./MATO GROSSO,144,INTDO,ADI6198
GOV./MATO GROSSO,144,INTDO,ADI6213
GOV./MATO GROSSO,144,INTDO,ADI6314
GOV./MATO GROSSO,144,INTDO,ADI6319
GOV./MATO GROSSO,144,INTDO,ADI6329
GOV./MATO GROSSO,144,INTDO,ADI6330
GOV./MATO GROSSO,144,INTDO,ADI6364
GOV./MATO GROSSO,144,INTDO,ADI6408
GOV./MATO GROSSO,144,INTDO,ADI6413
GOV./MATO GROSSO,144,INTDO,ADI6414
GOV./MATO GROSSO,144,INTDO,ADI6420
GOV./MATO GROSSO,144,INTDO,ADI6531
GOV./MATO GROSSO,144,INTDO,ADI6615
GOV./MATO GROSSO,144,INTDO,ADPF0445
GOV./MATO GROSSO,144,INTDO,ADPF0446
GOV./MATO GROSSO,144,INTDO,ADPF0504
GOV./MATO GROSSO,144,INTDO,ADPF0665
GOV./MATO GROSSO,144,REQTE,ADI0167
GOV./MATO GROSSO,144,REQTE,ADI0198
GOV./MATO GROSSO,144,REQTE,ADI0280
GOV./MATO GROSSO,144,REQTE,ADI0281
GOV./MATO GROSSO,144,REQTE,ADI0282
GOV./MATO GROSSO,144,REQTE,ADI0481
GOV./MATO GROSSO,144,REQTE,ADI0519
GOV./MATO GROSSO,144,REQTE,ADI0520
GOV./MATO GROSSO,144,REQTE,ADI0550
GOV./MATO GROSSO,144,REQTE,ADI0554
GOV./MATO GROSSO,144,REQTE,ADI0559
GOV./MATO GROSSO,144,REQTE,ADI0650
GOV./MATO GROSSO,144,REQTE,ADI0834
GOV./MATO GROSSO,144,REQTE,ADI0916
GOV./MATO GROSSO,144,REQTE,ADI0926
GOV./MATO GROSSO,144,REQTE,ADI1243
GOV./MATO GROSSO,144,REQTE,ADI1287
GOV./MATO GROSSO,144,REQTE,ADI1292
GOV./MATO GROSSO,144,REQTE,ADI1704
GOV./MATO GROSSO,144,REQTE,ADI1739
GOV./MATO GROSSO,144,REQTE,ADI1807
GOV./MATO GROSSO,144,REQTE,ADI2599
GOV./MATO GROSSO,144,REQTE,ADI2823
GOV./MATO GROSSO,144,REQTE,ADI3243
GOV./MATO GROSSO,144,REQTE,ADI3244
GOV./MATO GROSSO,144,REQTE,ADI3267
GOV./MATO GROSSO,144,REQTE,ADI3570
GOV./MATO GROSSO,144,REQTE,ADI3838
GOV./MATO GROSSO,144,REQTE,ADI3839
GOV./MATO GROSSO,144,REQTE,ADI3920
GOV./MATO GROSSO,144,REQTE,ADI4042
GOV./MATO GROSSO,144,REQTE,ADI4138
GOV./MATO GROSSO,144,REQTE,ADI4154
GOV./MATO GROSSO,144,REQTE,ADI4276
GOV./MATO GROSSO,144,REQTE,ADI5091
GOV./MATO GROSSO,144,REQTE,ADI6275
GOV./MATO GROSSO,144,REQTE,ADI6319
GOV./MATO GROSSO,144,REQTE,ADI6350
GOV./MATO GROSSO,144,REQTE,ADI6488
GOV./MATO GROSSO,144,REQTE,ADI6596
GOV./MATO GROSSO,144,REQTE,ADI6598
GOV./MATO GROSSO,144,REQTE,ADI6612
GOV./MATO GROSSO,144,REQTE,ADI6620
GOV./MATO GROSSO,144,REQTE,ADPF0002
GOV./MATO GROSSO,144,REQTE,ADPF0523
GOV./MATO GROSSO,144,REQTE,ADPF0644
GOV./MATO GROSSO DO SUL,103,INTDO,ADI0616
GOV./MATO GROSSO DO SUL,103,INTDO,ADI0921
GOV./MATO GROSSO DO SUL,103,INTDO,ADI1070
GOV./MATO GROSSO DO SUL,103,INTDO,ADI1540
GOV./MATO GROSSO DO SUL,103,INTDO,ADI1541
GOV./MATO GROSSO DO SUL,103,INTDO,ADI1542
GOV./MATO GROSSO DO SUL,103,INTDO,ADI1543
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2020
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2056
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2129
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2145
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2152
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2214
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2360
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2396
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2439
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2496
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2550
GOV./MATO GROSSO DO SUL,103,INTDO,ADI2614
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3018
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3117
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3183
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3229
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3302
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3320
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3637
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3660
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3665
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3706
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3724
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3735
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3794
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3824
GOV./MATO GROSSO DO SUL,103,INTDO,ADI3835
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4143
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4189
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4215
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4240
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4302
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4512
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4515
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4554
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4642
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4695
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4733
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4816
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4836
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4883
GOV./MATO GROSSO DO SUL,103,INTDO,ADI4999
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5025
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5147
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5148
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5167
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5229
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5256
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5283
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5459
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5556
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5569
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5843
GOV./MATO GROSSO DO SUL,103,INTDO,ADI5852
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6012
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6013
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6014
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6020
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6052
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6169
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6196
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6232
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6263
GOV./MATO GROSSO DO SUL,103,INTDO,ADI6496
GOV./MATO GROSSO DO SUL,103,REQTE,ADI0277
GOV./MATO GROSSO DO SUL,103,REQTE,ADI0278
GOV./MATO GROSSO DO SUL,103,REQTE,ADI0407
GOV./MATO GROSSO DO SUL,103,REQTE,ADI0757
GOV./MATO GROSSO DO SUL,103,REQTE,ADI0843
GOV./MATO GROSSO DO SUL,103,REQTE,ADI0844
GOV./MATO GROSSO DO SUL,103,REQTE,ADI0926
GOV./MATO GROSSO DO SUL,103,REQTE,ADI1064
GOV./MATO GROSSO DO SUL,103,REQTE,ADI1070
GOV./MATO GROSSO DO SUL,103,REQTE,ADI1540
GOV./MATO GROSSO DO SUL,103,REQTE,ADI1541
GOV./MATO GROSSO DO SUL,103,REQTE,ADI1542
GOV./MATO GROSSO DO SUL,103,REQTE,ADI1543
GOV./MATO GROSSO DO SUL,103,REQTE,ADI1669
GOV./MATO GROSSO DO SUL,103,REQTE,ADI1742
GOV./MATO GROSSO DO SUL,103,REQTE,ADI2019
GOV./MATO GROSSO DO SUL,103,REQTE,ADI2020
GOV./MATO GROSSO DO SUL,103,REQTE,ADI2024
GOV./MATO GROSSO DO SUL,103,REQTE,ADI2064
GOV./MATO GROSSO DO SUL,103,REQTE,ADI2101
GOV./MATO GROSSO DO SUL,103,REQTE,ADI2311
GOV./MATO GROSSO DO SUL,103,REQTE,ADI2727
GOV./MATO GROSSO DO SUL,103,REQTE,ADI3054
GOV./MATO GROSSO DO SUL,103,REQTE,ADI3205
GOV./MATO GROSSO DO SUL,103,REQTE,ADI3837
GOV./MATO GROSSO DO SUL,103,REQTE,ADI3866
GOV./MATO GROSSO DO SUL,103,REQTE,ADI4143
GOV./MATO GROSSO DO SUL,103,REQTE,ADI4166
GOV./MATO GROSSO DO SUL,103,REQTE,ADI4167
GOV./MATO GROSSO DO SUL,103,REQTE,ADI4848
GOV./MATO GROSSO DO SUL,103,REQTE,ADI5186
GOV./MATO GROSSO DO SUL,103,REQTE,ADPF0523
GOV./MINAS GERAIS,161,INTDO,ADI0032
GOV./MINAS GERAIS,161,INTDO,ADI0066
GOV./MINAS GERAIS,161,INTDO,ADI0171
GOV./MINAS GERAIS,161,INTDO,ADI0443
GOV./MINAS GERAIS,161,INTDO,ADI0567
GOV./MINAS GERAIS,161,INTDO,ADI0619
GOV./MINAS GERAIS,161,INTDO,ADI0640
GOV./MINAS GERAIS,161,INTDO,ADI0733
GOV./MINAS GERAIS,161,INTDO,ADI0917
GOV./MINAS GERAIS,161,INTDO,ADI0954
GOV./MINAS GERAIS,161,INTDO,ADI1067
GOV./MINAS GERAIS,161,INTDO,ADI1151
GOV./MINAS GERAIS,161,INTDO,ADI1157
GOV./MINAS GERAIS,161,INTDO,ADI1186
GOV./MINAS GERAIS,161,INTDO,ADI1251
GOV./MINAS GERAIS,161,INTDO,ADI1340
GOV./MINAS GERAIS,161,INTDO,ADI1365
GOV./MINAS GERAIS,161,INTDO,ADI1532
GOV./MINAS GERAIS,161,INTDO,ADI1624
GOV./MINAS GERAIS,161,INTDO,ADI1648
GOV./MINAS GERAIS,161,INTDO,ADI1676
GOV./MINAS GERAIS,161,INTDO,ADI1693
GOV./MINAS GERAIS,161,INTDO,ADI1762
GOV./MINAS GERAIS,161,INTDO,ADI1772
GOV./MINAS GERAIS,161,INTDO,ADI1778
GOV./MINAS GERAIS,161,INTDO,ADI1902
GOV./MINAS GERAIS,161,INTDO,ADI1951
GOV./MINAS GERAIS,161,INTDO,ADI2113
GOV./MINAS GERAIS,161,INTDO,ADI2151
GOV./MINAS GERAIS,161,INTDO,ADI2264
GOV./MINAS GERAIS,161,INTDO,ADI2394
GOV./MINAS GERAIS,161,INTDO,ADI2504
GOV./MINAS GERAIS,161,INTDO,ADI2534
GOV./MINAS GERAIS,161,INTDO,ADI2551
GOV./MINAS GERAIS,161,INTDO,ADI2561
GOV./MINAS GERAIS,161,INTDO,ADI2703
GOV./MINAS GERAIS,161,INTDO,ADI2761
GOV./MINAS GERAIS,161,INTDO,ADI2778
GOV./MINAS GERAIS,161,INTDO,ADI2793
GOV./MINAS GERAIS,161,INTDO,ADI2889
GOV./MINAS GERAIS,161,INTDO,ADI2905
GOV./MINAS GERAIS,161,INTDO,ADI2938
GOV./MINAS GERAIS,161,INTDO,ADI2949
GOV./MINAS GERAIS,161,INTDO,ADI2959
GOV./MINAS GERAIS,161,INTDO,ADI2986
GOV./MINAS GERAIS,161,INTDO,ADI2992
GOV./MINAS GERAIS,161,INTDO,ADI3043
GOV./MINAS GERAIS,161,INTDO,ADI3106
GOV./MINAS GERAIS,161,INTDO,ADI3124
GOV./MINAS GERAIS,161,INTDO,ADI3136
GOV./MINAS GERAIS,161,INTDO,ADI3139
GOV./MINAS GERAIS,161,INTDO,ADI3227
GOV./MINAS GERAIS,161,INTDO,ADI3231
GOV./MINAS GERAIS,161,INTDO,ADI3281
GOV./MINAS GERAIS,161,INTDO,ADI3288
GOV./MINAS GERAIS,161,INTDO,ADI3318
GOV./MINAS GERAIS,161,INTDO,ADI3361
GOV./MINAS GERAIS,161,INTDO,ADI3410
GOV./MINAS GERAIS,161,INTDO,ADI3523
GOV./MINAS GERAIS,161,INTDO,ADI3571
GOV./MINAS GERAIS,161,INTDO,ADI3580
GOV./MINAS GERAIS,161,INTDO,ADI3687
GOV./MINAS GERAIS,161,INTDO,ADI3760
GOV./MINAS GERAIS,161,INTDO,ADI3764
GOV./MINAS GERAIS,161,INTDO,ADI3819
GOV./MINAS GERAIS,161,INTDO,ADI3842
GOV./MINAS GERAIS,161,INTDO,ADI3884
GOV./MINAS GERAIS,161,INTDO,ADI3913
GOV./MINAS GERAIS,161,INTDO,ADI3965
GOV./MINAS GERAIS,161,INTDO,ADI3979
GOV./MINAS GERAIS,161,INTDO,ADI3991
GOV./MINAS GERAIS,161,INTDO,ADI4181
GOV./MINAS GERAIS,161,INTDO,ADI4212
GOV./MINAS GERAIS,161,INTDO,ADI4346
GOV./MINAS GERAIS,161,INTDO,ADI4368
GOV./MINAS GERAIS,161,INTDO,ADI4401
GOV./MINAS GERAIS,161,INTDO,ADI4411
GOV./MINAS GERAIS,161,INTDO,ADI4533
GOV./MINAS GERAIS,161,INTDO,ADI4571
GOV./MINAS GERAIS,161,INTDO,ADI4620
GOV./MINAS GERAIS,161,INTDO,ADI4631
GOV./MINAS GERAIS,161,INTDO,ADI4785
GOV./MINAS GERAIS,161,INTDO,ADI4876
GOV./MINAS GERAIS,161,INTDO,ADI4912
GOV./MINAS GERAIS,161,INTDO,ADI4953
GOV./MINAS GERAIS,161,INTDO,ADI5002
GOV./MINAS GERAIS,161,INTDO,ADI5151
GOV./MINAS GERAIS,161,INTDO,ADI5178
GOV./MINAS GERAIS,161,INTDO,ADI5267
GOV./MINAS GERAIS,161,INTDO,ADI5268
GOV./MINAS GERAIS,161,INTDO,ADI5331
GOV./MINAS GERAIS,161,INTDO,ADI5353
GOV./MINAS GERAIS,161,INTDO,ADI5363
GOV./MINAS GERAIS,161,INTDO,ADI5369
GOV./MINAS GERAIS,161,INTDO,ADI5377
GOV./MINAS GERAIS,161,INTDO,ADI5384
GOV./MINAS GERAIS,161,INTDO,ADI5407
GOV./MINAS GERAIS,161,INTDO,ADI5460
GOV./MINAS GERAIS,161,INTDO,ADI5541
GOV./MINAS GERAIS,161,INTDO,ADI5593
GOV./MINAS GERAIS,161,INTDO,ADI5659
GOV./MINAS GERAIS,161,INTDO,ADI5675
GOV./MINAS GERAIS,161,INTDO,ADI5704
GOV./MINAS GERAIS,161,INTDO,ADI5707
GOV./MINAS GERAIS,161,INTDO,ADI5773
