nome, ocorrências, tipo, processo
AL/SAO PAULO,236,INTDO,ADI0350
AL/SAO PAULO,236,INTDO,ADI0374
AL/SAO PAULO,236,INTDO,ADI0386
AL/SAO PAULO,236,INTDO,ADI0390
AL/SAO PAULO,236,INTDO,ADI0395
AL/SAO PAULO,236,INTDO,ADI0397
AL/SAO PAULO,236,INTDO,ADI0403
AL/SAO PAULO,236,INTDO,ADI0413
AL/SAO PAULO,236,INTDO,ADI0442
AL/SAO PAULO,236,INTDO,ADI0446
AL/SAO PAULO,236,INTDO,ADI0455
AL/SAO PAULO,236,INTDO,ADI0478
AL/SAO PAULO,236,INTDO,ADI0582
AL/SAO PAULO,236,INTDO,ADI0642
AL/SAO PAULO,236,INTDO,ADI0643
AL/SAO PAULO,236,INTDO,ADI0755
AL/SAO PAULO,236,INTDO,ADI0813
AL/SAO PAULO,236,INTDO,ADI0932
AL/SAO PAULO,236,INTDO,ADI1021
AL/SAO PAULO,236,INTDO,ADI1041
AL/SAO PAULO,236,INTDO,ADI1162
AL/SAO PAULO,236,INTDO,ADI1256
AL/SAO PAULO,236,INTDO,ADI1275
AL/SAO PAULO,236,INTDO,ADI1276
AL/SAO PAULO,236,INTDO,ADI1277
AL/SAO PAULO,236,INTDO,ADI1284
AL/SAO PAULO,236,INTDO,ADI1285
AL/SAO PAULO,236,INTDO,ADI1286
AL/SAO PAULO,236,INTDO,ADI1341
AL/SAO PAULO,236,INTDO,ADI1342
AL/SAO PAULO,236,INTDO,ADI1390
AL/SAO PAULO,236,INTDO,ADI1391
AL/SAO PAULO,236,INTDO,ADI1399
AL/SAO PAULO,236,INTDO,ADI1423
AL/SAO PAULO,236,INTDO,ADI1434
AL/SAO PAULO,236,INTDO,ADI1446
AL/SAO PAULO,236,INTDO,ADI1546
AL/SAO PAULO,236,INTDO,ADI1575
AL/SAO PAULO,236,INTDO,ADI1589
AL/SAO PAULO,236,INTDO,ADI1595
AL/SAO PAULO,236,INTDO,ADI1598
AL/SAO PAULO,236,INTDO,ADI1692
AL/SAO PAULO,236,INTDO,ADI1746
AL/SAO PAULO,236,INTDO,ADI1897
AL/SAO PAULO,236,INTDO,ADI1950
AL/SAO PAULO,236,INTDO,ADI1978
AL/SAO PAULO,236,INTDO,ADI2021
AL/SAO PAULO,236,INTDO,ADI2032
AL/SAO PAULO,236,INTDO,ADI2042
AL/SAO PAULO,236,INTDO,ADI2043
AL/SAO PAULO,236,INTDO,ADI2084
AL/SAO PAULO,236,INTDO,ADI2146
AL/SAO PAULO,236,INTDO,ADI2169
AL/SAO PAULO,236,INTDO,ADI2170
AL/SAO PAULO,236,INTDO,ADI2180
AL/SAO PAULO,236,INTDO,ADI2185
AL/SAO PAULO,236,INTDO,ADI2186
AL/SAO PAULO,236,INTDO,ADI2220
AL/SAO PAULO,236,INTDO,ADI2239
AL/SAO PAULO,236,INTDO,ADI2257
AL/SAO PAULO,236,INTDO,ADI2327
AL/SAO PAULO,236,INTDO,ADI2328
AL/SAO PAULO,236,INTDO,ADI2344
AL/SAO PAULO,236,INTDO,ADI2367
AL/SAO PAULO,236,INTDO,ADI2417
AL/SAO PAULO,236,INTDO,ADI2421
AL/SAO PAULO,236,INTDO,ADI2437
AL/SAO PAULO,236,INTDO,ADI2452
AL/SAO PAULO,236,INTDO,ADI2581
AL/SAO PAULO,236,INTDO,ADI2603
AL/SAO PAULO,236,INTDO,ADI2646
AL/SAO PAULO,236,INTDO,ADI2656
AL/SAO PAULO,236,INTDO,ADI2685
AL/SAO PAULO,236,INTDO,ADI2777
AL/SAO PAULO,236,INTDO,ADI2822
AL/SAO PAULO,236,INTDO,ADI2861
AL/SAO PAULO,236,INTDO,ADI2878
AL/SAO PAULO,236,INTDO,ADI2887
AL/SAO PAULO,236,INTDO,ADI2902
AL/SAO PAULO,236,INTDO,ADI2927
AL/SAO PAULO,236,INTDO,ADI2928
AL/SAO PAULO,236,INTDO,ADI3046
AL/SAO PAULO,236,INTDO,ADI3092
AL/SAO PAULO,236,INTDO,ADI3098
AL/SAO PAULO,236,INTDO,ADI3110
AL/SAO PAULO,236,INTDO,ADI3113
AL/SAO PAULO,236,INTDO,ADI3114
AL/SAO PAULO,236,INTDO,ADI3121
AL/SAO PAULO,236,INTDO,ADI3154
AL/SAO PAULO,236,INTDO,ADI3155
AL/SAO PAULO,236,INTDO,ADI3156
AL/SAO PAULO,236,INTDO,ADI3157
AL/SAO PAULO,236,INTDO,ADI3158
AL/SAO PAULO,236,INTDO,ADI3163
AL/SAO PAULO,236,INTDO,ADI3165
AL/SAO PAULO,236,INTDO,ADI3166
AL/SAO PAULO,236,INTDO,ADI3167
AL/SAO PAULO,236,INTDO,ADI3169
AL/SAO PAULO,236,INTDO,ADI3193
AL/SAO PAULO,236,INTDO,ADI3200
AL/SAO PAULO,236,INTDO,ADI3342
AL/SAO PAULO,236,INTDO,ADI3402
AL/SAO PAULO,236,INTDO,ADI3403
AL/SAO PAULO,236,INTDO,ADI3496
AL/SAO PAULO,236,INTDO,ADI3595
AL/SAO PAULO,236,INTDO,ADI3616
AL/SAO PAULO,236,INTDO,ADI3619
AL/SAO PAULO,236,INTDO,ADI3692
AL/SAO PAULO,236,INTDO,ADI3701
AL/SAO PAULO,236,INTDO,ADI3713
AL/SAO PAULO,236,INTDO,ADI3714
AL/SAO PAULO,236,INTDO,ADI3720
AL/SAO PAULO,236,INTDO,ADI3723
AL/SAO PAULO,236,INTDO,ADI3729
AL/SAO PAULO,236,INTDO,ADI3750
AL/SAO PAULO,236,INTDO,ADI3751
AL/SAO PAULO,236,INTDO,ADI3752
AL/SAO PAULO,236,INTDO,ADI3753
AL/SAO PAULO,236,INTDO,ADI3754
AL/SAO PAULO,236,INTDO,ADI3773
AL/SAO PAULO,236,INTDO,ADI3797
AL/SAO PAULO,236,INTDO,ADI3850
AL/SAO PAULO,236,INTDO,ADI3856
AL/SAO PAULO,236,INTDO,ADI3870
AL/SAO PAULO,236,INTDO,ADI3887
AL/SAO PAULO,236,INTDO,ADI3895
AL/SAO PAULO,236,INTDO,ADI3924
AL/SAO PAULO,236,INTDO,ADI3935
AL/SAO PAULO,236,INTDO,ADI3937
AL/SAO PAULO,236,INTDO,ADI3959
AL/SAO PAULO,236,INTDO,ADI3960
AL/SAO PAULO,236,INTDO,ADI3976
AL/SAO PAULO,236,INTDO,ADI3980
AL/SAO PAULO,236,INTDO,ADI3981
AL/SAO PAULO,236,INTDO,ADI4000
AL/SAO PAULO,236,INTDO,ADI4007
AL/SAO PAULO,236,INTDO,ADI4019
AL/SAO PAULO,236,INTDO,ADI4028
AL/SAO PAULO,236,INTDO,ADI4052
AL/SAO PAULO,236,INTDO,ADI4054
AL/SAO PAULO,236,INTDO,ADI4073
AL/SAO PAULO,236,INTDO,ADI4093
AL/SAO PAULO,236,INTDO,ADI4116
AL/SAO PAULO,236,INTDO,ADI4132
AL/SAO PAULO,236,INTDO,ADI4150
AL/SAO PAULO,236,INTDO,ADI4163
AL/SAO PAULO,236,INTDO,ADI4172
AL/SAO PAULO,236,INTDO,ADI4211
AL/SAO PAULO,236,INTDO,ADI4223
AL/SAO PAULO,236,INTDO,ADI4239
AL/SAO PAULO,236,INTDO,ADI4249
AL/SAO PAULO,236,INTDO,ADI4265
AL/SAO PAULO,236,INTDO,ADI4267
AL/SAO PAULO,236,INTDO,ADI4288
AL/SAO PAULO,236,INTDO,ADI4291
AL/SAO PAULO,236,INTDO,ADI4294
AL/SAO PAULO,236,INTDO,ADI4316
AL/SAO PAULO,236,INTDO,ADI4337
AL/SAO PAULO,236,INTDO,ADI4359
AL/SAO PAULO,236,INTDO,ADI4363
AL/SAO PAULO,236,INTDO,ADI4369
AL/SAO PAULO,236,INTDO,ADI4376
AL/SAO PAULO,236,INTDO,ADI4387
AL/SAO PAULO,236,INTDO,ADI4409
AL/SAO PAULO,236,INTDO,ADI4420
AL/SAO PAULO,236,INTDO,ADI4429
AL/SAO PAULO,236,INTDO,ADI4438
AL/SAO PAULO,236,INTDO,ADI4619
AL/SAO PAULO,236,INTDO,ADI4633
AL/SAO PAULO,236,INTDO,ADI4635
AL/SAO PAULO,236,INTDO,ADI4776
AL/SAO PAULO,236,INTDO,ADI4925
AL/SAO PAULO,236,INTDO,ADI4939
AL/SAO PAULO,236,INTDO,ADI5024
AL/SAO PAULO,236,INTDO,ADI5070
AL/SAO PAULO,236,INTDO,ADI5126
AL/SAO PAULO,236,INTDO,ADI5140
AL/SAO PAULO,236,INTDO,ADI5166
AL/SAO PAULO,236,INTDO,ADI5220
AL/SAO PAULO,236,INTDO,ADI5224
AL/SAO PAULO,236,INTDO,ADI5252
AL/SAO PAULO,236,INTDO,ADI5273
AL/SAO PAULO,236,INTDO,ADI5289
AL/SAO PAULO,236,INTDO,ADI5352
AL/SAO PAULO,236,INTDO,ADI5399
AL/SAO PAULO,236,INTDO,ADI5437
AL/SAO PAULO,236,INTDO,ADI5443
AL/SAO PAULO,236,INTDO,ADI5465
AL/SAO PAULO,236,INTDO,ADI5522
AL/SAO PAULO,236,INTDO,ADI5561
AL/SAO PAULO,236,INTDO,ADI5576
AL/SAO PAULO,236,INTDO,ADI5591
AL/SAO PAULO,236,INTDO,ADI5608
AL/SAO PAULO,236,INTDO,ADI5612
AL/SAO PAULO,236,INTDO,ADI5615
AL/SAO PAULO,236,INTDO,ADI5644
AL/SAO PAULO,236,INTDO,ADI5671
AL/SAO PAULO,236,INTDO,ADI5719
AL/SAO PAULO,236,INTDO,ADI5736
AL/SAO PAULO,236,INTDO,ADI5747
AL/SAO PAULO,236,INTDO,ADI5817
AL/SAO PAULO,236,INTDO,ADI5957
AL/SAO PAULO,236,INTDO,ADI5977
AL/SAO PAULO,236,INTDO,ADI5978
AL/SAO PAULO,236,INTDO,ADI5983
AL/SAO PAULO,236,INTDO,ADI6019
AL/SAO PAULO,236,INTDO,ADI6066
AL/SAO PAULO,236,INTDO,ADI6191
AL/SAO PAULO,236,INTDO,ADI6223
AL/SAO PAULO,236,INTDO,ADI6231
AL/SAO PAULO,236,INTDO,ADI6268
AL/SAO PAULO,236,INTDO,ADI6290
AL/SAO PAULO,236,INTDO,ADI6317
AL/SAO PAULO,236,INTDO,ADI6517
AL/SAO PAULO,236,INTDO,ADI6551
AL/SAO PAULO,236,INTDO,ADI6571
AL/SAO PAULO,236,INTDO,ADI6593
AL/SAO PAULO,236,INTDO,ADI6602
AL/SAO PAULO,236,INTDO,ADPF0173
AL/SAO PAULO,236,INTDO,ADPF0234
AL/SAO PAULO,236,INTDO,ADPF0305
AL/SAO PAULO,236,INTDO,ADPF0554
AL/SAO PAULO,236,INTDO,ADPF0596
AL/SAO PAULO,236,INTDO,ADPF0637
AL/SAO PAULO,236,INTDO,ADPF0713
AL/SAO PAULO,236,REQTE,ADI6259
AL/SERGIPE,56,INTDO,ADI0091
AL/SERGIPE,56,INTDO,ADI0197
AL/SERGIPE,56,INTDO,ADI0336
AL/SERGIPE,56,INTDO,ADI0371
AL/SERGIPE,56,INTDO,ADI0629
AL/SERGIPE,56,INTDO,ADI0866
AL/SERGIPE,56,INTDO,ADI1026
AL/SERGIPE,56,INTDO,ADI1106
AL/SERGIPE,56,INTDO,ADI1506
AL/SERGIPE,56,INTDO,ADI1545
AL/SERGIPE,56,INTDO,ADI2263
AL/SERGIPE,56,INTDO,ADI2353
AL/SERGIPE,56,INTDO,ADI2547
AL/SERGIPE,56,INTDO,ADI2651
AL/SERGIPE,56,INTDO,ADI2709
AL/SERGIPE,56,INTDO,ADI2850
AL/SERGIPE,56,INTDO,ADI2908
AL/SERGIPE,56,INTDO,ADI3077
AL/SERGIPE,56,INTDO,ADI3083
AL/SERGIPE,56,INTDO,ADI3174
AL/SERGIPE,56,INTDO,ADI3209
AL/SERGIPE,56,INTDO,ADI3574
AL/SERGIPE,56,INTDO,ADI3832
AL/SERGIPE,56,INTDO,ADI3893
AL/SERGIPE,56,INTDO,ADI3896
AL/SERGIPE,56,INTDO,ADI3918
AL/SERGIPE,56,INTDO,ADI3919
AL/SERGIPE,56,INTDO,ADI4114
AL/SERGIPE,56,INTDO,ADI4197
AL/SERGIPE,56,INTDO,ADI4441
AL/SERGIPE,56,INTDO,ADI4452
AL/SERGIPE,56,INTDO,ADI4544
AL/SERGIPE,56,INTDO,ADI4574
AL/SERGIPE,56,INTDO,ADI4806
AL/SERGIPE,56,INTDO,ADI4871
AL/SERGIPE,56,INTDO,ADI4890
AL/SERGIPE,56,INTDO,ADI4964
AL/SERGIPE,56,INTDO,ADI4973
AL/SERGIPE,56,INTDO,ADI5011
AL/SERGIPE,56,INTDO,ADI5128
AL/SERGIPE,56,INTDO,ADI5212
AL/SERGIPE,56,INTDO,ADI5375
AL/SERGIPE,56,INTDO,ADI5376
AL/SERGIPE,56,INTDO,ADI5486
AL/SERGIPE,56,INTDO,ADI5531
AL/SERGIPE,56,INTDO,ADI5646
AL/SERGIPE,56,INTDO,ADI5751
AL/SERGIPE,56,INTDO,ADI6162
AL/SERGIPE,56,INTDO,ADI6180
AL/SERGIPE,56,INTDO,ADI6228
AL/SERGIPE,56,INTDO,ADI6294
AL/SERGIPE,56,INTDO,ADI6386
AL/SERGIPE,56,INTDO,ADI6468
AL/SERGIPE,56,INTDO,ADI6642
AL/SERGIPE,56,INTDO,ADI6655
AL/SERGIPE,56,INTDO,ADPF0745
AL/TOCANTINS,80,INTDO,ADI0160
AL/TOCANTINS,80,INTDO,ADI0163
AL/TOCANTINS,80,INTDO,ADI0425
AL/TOCANTINS,80,INTDO,ADI0445
AL/TOCANTINS,80,INTDO,ADI0563
AL/TOCANTINS,80,INTDO,ADI0580
AL/TOCANTINS,80,INTDO,ADI0598
AL/TOCANTINS,80,INTDO,ADI0651
AL/TOCANTINS,80,INTDO,ADI0660
AL/TOCANTINS,80,INTDO,ADI0747
AL/TOCANTINS,80,INTDO,ADI0812
AL/TOCANTINS,80,INTDO,ADI1025
AL/TOCANTINS,80,INTDO,ADI1034
AL/TOCANTINS,80,INTDO,ADI1038
AL/TOCANTINS,80,INTDO,ADI1109
AL/TOCANTINS,80,INTDO,ADI1248
AL/TOCANTINS,80,INTDO,ADI1262
AL/TOCANTINS,80,INTDO,ADI1280
AL/TOCANTINS,80,INTDO,ADI1722
AL/TOCANTINS,80,INTDO,ADI1921
AL/TOCANTINS,80,INTDO,ADI1970
AL/TOCANTINS,80,INTDO,ADI2128
AL/TOCANTINS,80,INTDO,ADI2449
AL/TOCANTINS,80,INTDO,ADI2640
AL/TOCANTINS,80,INTDO,ADI2645
AL/TOCANTINS,80,INTDO,ADI2670
AL/TOCANTINS,80,INTDO,ADI2846
AL/TOCANTINS,80,INTDO,ADI3040
AL/TOCANTINS,80,INTDO,ADI3122
AL/TOCANTINS,80,INTDO,ADI3148
AL/TOCANTINS,80,INTDO,ADI3215
AL/TOCANTINS,80,INTDO,ADI3232
AL/TOCANTINS,80,INTDO,ADI3440
AL/TOCANTINS,80,INTDO,ADI3568
AL/TOCANTINS,80,INTDO,ADI3584
AL/TOCANTINS,80,INTDO,ADI3634
AL/TOCANTINS,80,INTDO,ADI3655
AL/TOCANTINS,80,INTDO,ADI3715
AL/TOCANTINS,80,INTDO,ADI3983
AL/TOCANTINS,80,INTDO,ADI3990
AL/TOCANTINS,80,INTDO,ADI4013
AL/TOCANTINS,80,INTDO,ADI4125
AL/TOCANTINS,80,INTDO,ADI4214
AL/TOCANTINS,80,INTDO,ADI4216
AL/TOCANTINS,80,INTDO,ADI4298
AL/TOCANTINS,80,INTDO,ADI4309
AL/TOCANTINS,80,INTDO,ADI4418
AL/TOCANTINS,80,INTDO,ADI4421
AL/TOCANTINS,80,INTDO,ADI4462
AL/TOCANTINS,80,INTDO,ADI4624
AL/TOCANTINS,80,INTDO,ADI4667
AL/TOCANTINS,80,INTDO,ADI4804
AL/TOCANTINS,80,INTDO,ADI4988
AL/TOCANTINS,80,INTDO,ADI5143
AL/TOCANTINS,80,INTDO,ADI5144
AL/TOCANTINS,80,INTDO,ADI5150
AL/TOCANTINS,80,INTDO,ADI5233
AL/TOCANTINS,80,INTDO,ADI5312
AL/TOCANTINS,80,INTDO,ADI5333
AL/TOCANTINS,80,INTDO,ADI5368
AL/TOCANTINS,80,INTDO,ADI5528
AL/TOCANTINS,80,INTDO,ADI5557
AL/TOCANTINS,80,INTDO,ADI5596
AL/TOCANTINS,80,INTDO,ADI5618
AL/TOCANTINS,80,INTDO,ADI5630
AL/TOCANTINS,80,INTDO,ADI5770
AL/TOCANTINS,80,INTDO,ADI5798
AL/TOCANTINS,80,INTDO,ADI5967
AL/TOCANTINS,80,INTDO,ADI5973
AL/TOCANTINS,80,INTDO,ADI6143
AL/TOCANTINS,80,INTDO,ADI6165
AL/TOCANTINS,80,INTDO,ADI6187
AL/TOCANTINS,80,INTDO,ADI6212
AL/TOCANTINS,80,INTDO,ADI6243
AL/TOCANTINS,80,INTDO,ADI6365
AL/TOCANTINS,80,INTDO,ADI6455
AL/TOCANTINS,80,INTDO,ADI6463
AL/TOCANTINS,80,INTDO,ADI6561
AL/TOCANTINS,80,INTDO,ADI6600
AL/TOCANTINS,80,INTDO,ADI6621
ALAGOAS,42,AMICUS,ADI4332
ALAGOAS,42,AMICUS,ADI4449
ALAGOAS,42,AMICUS,ADI4558
ALAGOAS,42,AMICUS,ADI4869
ALAGOAS,42,AMICUS,ADI4917
ALAGOAS,42,AMICUS,ADI5039
ALAGOAS,42,AMICUS,ADI5100
ALAGOAS,42,AMICUS,ADI5186
ALAGOAS,42,AMICUS,ADI5334
ALAGOAS,42,AMICUS,ADI5361
ALAGOAS,42,AMICUS,ADI5439
ALAGOAS,42,AMICUS,ADI5463
ALAGOAS,42,AMICUS,ADI5464
ALAGOAS,42,AMICUS,ADI5492
ALAGOAS,42,AMICUS,ADI5534
ALAGOAS,42,AMICUS,ADI5628
ALAGOAS,42,AMICUS,ADI5737
ALAGOAS,42,AMICUS,ADI5773
ALAGOAS,42,AMICUS,ADI5857
ALAGOAS,42,AMICUS,ADI6135
ALAGOAS,42,AMICUS,ADI6158
ALAGOAS,42,AMICUS,ADI6159
ALAGOAS,42,AMICUS,ADI6164
ALAGOAS,42,AMICUS,ADI6166
ALAGOAS,42,AMICUS,ADI6167
ALAGOAS,42,AMICUS,ADI6169
ALAGOAS,42,AMICUS,ADI6170
ALAGOAS,42,AMICUS,ADI6182
ALAGOAS,42,AMICUS,ADI6183
ALAGOAS,42,AMICUS,ADI6556
ALAGOAS,42,AMICUS,ADPF0357
ALAGOAS,42,AMICUS,ADPF0427
ALAGOAS,42,AMICUS,ADPF0597
ALAGOAS,42,INTDO,ADI2678
ALAGOAS,42,INTDO,ADI3103
ALAGOAS,42,INTDO,ADI4628
ALAGOAS,42,INTDO,ADI4713
ALAGOAS,42,INTDO,ADI6163
ALAGOAS,42,INTDO,ADPF0347
ALAGOAS,42,INTDO,ADPF0671
ALAGOAS,42,INTDO,ADPF0684
ALAGOAS,42,INTDO,ADPF0743
ALEXANDER CARLO D ELIA AUTO MOVEIS ME,1,INTDO,ADPF0519
ALEXANDRE GUERRA ESPOGEIRO,1,REQTE,ADI4195
ALEXANDRE RICARDO DELCORE COSTA,1,REQTE,ADI3468
ALEXANDRO BRANDAO DA CONCEICAO,1,REQTE,ADI4194
ALIANCA NACIONAL LGBTI,5,AMICUS,ADI5537
ALIANCA NACIONAL LGBTI,5,AMICUS,ADI6038
ALIANCA NACIONAL LGBTI,5,AMICUS,ADPF0465
ALIANCA NACIONAL LGBTI,5,AMICUS,ADPF0466
ALIANCA NACIONAL LGBTI,5,AMICUS,ADPF0467
ALICE MARIA MAGNAVITA ELIAS,1,REQTE,ADI3448
ALMIR BRANDAO,1,REQTE,ADI4198
ALTAIR RODRIGUES DE PAULA,1,INTDO,ADI3396
AMADEU ALVES PINHEIRO,2,INTDO,ADPF0268
AMADEU ALVES PINHEIRO,2,REQTE,ADPF0267
AMAPA,32,AMICUS,ADI4332
AMAPA,32,AMICUS,ADI4449
AMAPA,32,AMICUS,ADI4869
AMAPA,32,AMICUS,ADI5039
AMAPA,32,AMICUS,ADI5334
AMAPA,32,AMICUS,ADI5628
AMAPA,32,AMICUS,ADI5737
AMAPA,32,AMICUS,ADI5773
AMAPA,32,AMICUS,ADI5803
AMAPA,32,AMICUS,ADI5857
AMAPA,32,AMICUS,ADI5935
AMAPA,32,AMICUS,ADI6135
AMAPA,32,AMICUS,ADI6158
AMAPA,32,AMICUS,ADI6159
AMAPA,32,AMICUS,ADI6164
AMAPA,32,AMICUS,ADI6166
AMAPA,32,AMICUS,ADI6167
AMAPA,32,AMICUS,ADI6169
AMAPA,32,AMICUS,ADI6170
AMAPA,32,AMICUS,ADI6182
AMAPA,32,AMICUS,ADI6183
AMAPA,32,AMICUS,ADI6556
AMAPA,32,AMICUS,ADPF0493
AMAPA,32,AMICUS,ADPF0597
AMAPA,32,AMICUS,ADPF0665
AMAPA,32,INTDO,ADI4628
AMAPA,32,INTDO,ADI4713
AMAPA,32,INTDO,ADI6163
AMAPA,32,INTDO,ADPF0347
AMAPA,32,INTDO,ADPF0671
AMAPA,32,INTDO,ADPF0684
AMAPA,32,INTDO,ADPF0743
AMAURY LOMBO TAVARES,1,INTDO,ADPF0304
AMAZONAS,44,AMICUS,ADI4332
AMAZONAS,44,AMICUS,ADI4449
AMAZONAS,44,AMICUS,ADI4606
AMAZONAS,44,AMICUS,ADI4854
AMAZONAS,44,AMICUS,ADI4869
AMAZONAS,44,AMICUS,ADI5039
AMAZONAS,44,AMICUS,ADI5186
AMAZONAS,44,AMICUS,ADI5296
AMAZONAS,44,AMICUS,ADI5334
AMAZONAS,44,AMICUS,ADI5361
AMAZONAS,44,AMICUS,ADI5439
AMAZONAS,44,AMICUS,ADI5463
AMAZONAS,44,AMICUS,ADI5492
AMAZONAS,44,AMICUS,ADI5628
AMAZONAS,44,AMICUS,ADI5737
AMAZONAS,44,AMICUS,ADI5773
AMAZONAS,44,AMICUS,ADI5803
AMAZONAS,44,AMICUS,ADI5807
AMAZONAS,44,AMICUS,ADI5857
AMAZONAS,44,AMICUS,ADI5866
AMAZONAS,44,AMICUS,ADI6135
AMAZONAS,44,AMICUS,ADI6158
AMAZONAS,44,AMICUS,ADI6159
AMAZONAS,44,AMICUS,ADI6164
AMAZONAS,44,AMICUS,ADI6166
AMAZONAS,44,AMICUS,ADI6169
AMAZONAS,44,AMICUS,ADI6170
AMAZONAS,44,AMICUS,ADI6182
AMAZONAS,44,AMICUS,ADI6183
AMAZONAS,44,AMICUS,ADI6515
AMAZONAS,44,AMICUS,ADPF0357
AMAZONAS,44,AMICUS,ADPF0427
AMAZONAS,44,AMICUS,ADPF0493
AMAZONAS,44,AMICUS,ADPF0597
AMAZONAS,44,AMICUS,ADPF0665
AMAZONAS,44,INTDO,ADI3103
AMAZONAS,44,INTDO,ADI3127
AMAZONAS,44,INTDO,ADI3540
AMAZONAS,44,INTDO,ADI6088
AMAZONAS,44,INTDO,ADI6163
AMAZONAS,44,INTDO,ADPF0347
AMAZONAS,44,INTDO,ADPF0671
AMAZONAS,44,INTDO,ADPF0684
AMAZONAS,44,INTDO,ADPF0743
AMBIENTAL RECICLADORA LTDA,1,INTDO,ADPF0519
AMEPLAN ASSISTENCIA MEDICA PLANEJADA LTDA,1,AMICUS,ADI5835
AMERICO FIGUEIREDO DE SOUZA,1,REQTE,ADPF0537
ANA FLAVIA OLIVEIRA BARBOSA DE LIRA,1,AMICUS,ADI6565
ANDERSON ADRIANO REIS E SILVA,1,REQTE,ADI5721
ANDES - SIND.NAC. DOCENTES DAS INSTITUICOES DE ENSINO SUPERIOR,3,AMICUS,ADI5641
ANDES - SIND.NAC. DOCENTES DAS INSTITUICOES DE ENSINO SUPERIOR,3,AMICUS,ADI6315
ANDES - SIND.NAC. DOCENTES DAS INSTITUICOES DE ENSINO SUPERIOR,3,AMICUS,ADPF0548
ANDRE LUIZ COSTA MARINHO,1,REQTE,ADI3348
ANDREA MARIA LUZZATO GUIMARAES,1,INTDO,ADPF0304
ANGELO ARY GONCALVES PINTO JUNIOR,1,REQTE,ADI5741
"ANIS - INSTITUTO DE BIOETICA, DIREITOS HUMANOS E GENERO",5,AMICUS,ADI4439
"ANIS - INSTITUTO DE BIOETICA, DIREITOS HUMANOS E GENERO",5,AMICUS,ADPF0132
"ANIS - INSTITUTO DE BIOETICA, DIREITOS HUMANOS E GENERO",5,AMICUS,ADPF0737
"ANIS - INSTITUTO DE BIOETICA, DIREITOS HUMANOS E GENERO",5,INTDO,ADI3268
"ANIS - INSTITUTO DE BIOETICA, DIREITOS HUMANOS E GENERO",5,INTDO,ADI3510
ANTIGA E ILUMINADA SOCIEDADE BANKSIANA - ASSOC. EDUARDO BANKS,1,AMICUS,ADI4966
ANTONIO ALVES DE LARA,1,REQTE,ADI1473
ANTONIO EVANDRO REIS ANTAO,2,REQTE,ADI3393
ANTONIO EVANDRO REIS ANTAO,2,REQTE,ADI3400
APARECIDO NEI OLIVEIRA COSTA,1,REQTE,ADPF0107
APEPI APOIO A PESQUISA E PACIENTES DE CANNABIS,1,AMICUS,ADI5708
APLB/SINDICATO DOS TRABALHADORES EM EDUCACAO DA BAHIA/DELEGACIA SINDICAL DO SERTAO NORTE,1,REQTE,ADPF0767
APP - SINDICATO DOS TRABALHADORES EM EDUCACAO PUBLICA NO ESTADO DO PARANA,1,AMICUS,ADI5641
ARD TRANSPORTES RODOVIADOR LTDA ME,1,INTDO,ADPF0519
ARMAZEM FERNANDES DE CEREAIS LTDA,1,INTDO,ADPF0519
ART MODERNA COMERCIO E MONTAGEM DE DIVISORIAS E FORROS LTDA EPP,1,INTDO,ADPF0519
ARTICULACAO DOS POVOS INDIGENAS DO BRASIL - APIB,3,AMICUS,ADPF0760
ARTICULACAO DOS POVOS INDIGENAS DO BRASIL - APIB,3,REQTE,ADI6622
ARTICULACAO DOS POVOS INDIGENAS DO BRASIL - APIB,3,REQTE,ADPF0709
ARTIGO 19 BRASIL,7,AMICUS,ADI4815
ARTIGO 19 BRASIL,7,AMICUS,ADI5580
ARTIGO 19 BRASIL,7,AMICUS,ADPF0246
ARTIGO 19 BRASIL,7,AMICUS,ADPF0460
ARTIGO 19 BRASIL,7,AMICUS,ADPF0522
ARTIGO 19 BRASIL,7,AMICUS,ADPF0760
ARTIGO 19 BRASIL,7,INTDO,ADPF0130
ASSEMBLEIA CONSTITUINTE DE MINAS GERAIS,1,INTDO,ADI0088
ASSEMBLEIA CONSTITUINTE DE RONDONIA,2,INTDO,ADI0094
ASSEMBLEIA CONSTITUINTE DE RONDONIA,2,INTDO,ADI0095
ASSEMBLEIA ESTADUAL CONSTITUINTE DE ALAGOAS,1,INTDO,ADI0018
ASSEMBLEIA LEGISLTATIVA DE RONDONIA,1,INTDO,ADI3840
ASSEMBLEIA MUNICIPAL CONSTITUINTE DE NOVA RUSSAS,1,INTDO,ADPF0764
ASSEMBLEIA NACIONAL CONSTITUINTE,6,INTDO,ADI6391
ASSEMBLEIA NACIONAL CONSTITUINTE,6,INTDO,ADI6392
ASSEMBLEIA NACIONAL CONSTITUINTE,6,INTDO,ADI6400
ASSEMBLEIA NACIONAL CONSTITUINTE,6,INTDO,ADI6401
ASSEMBLEIA NACIONAL CONSTITUINTE,6,INTDO,ADI6490
ASSEMBLEIA NACIONAL CONSTITUINTE,6,INTDO,ADI6577
ASSESSORIA JURIDICA POPULAR - DIGNITATIS,1,AMICUS,ADI4903
ASSOC. AGRICULTURA FORTE,1,AMICUS,ADPF0529
ASSOC. ALAGOANA DE MAGISTRADOS - ALMAGIS,1,AMICUS,ADI6179
ASSOC. ALAGOANA DE MAGISTRADOS DE ALAGOAS - ALMAGIS,1,AMICUS,ADI4414
